340;root{Module{FunctionDef{If{Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, }, }, }, Return{}, }, Return{}, }, }, }
243;root{Module{FunctionDef{For{Call{Call{}, Div{}, }, If{Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, Sub{}, }, }, }, Return{}, }, }, Return{}, }, }, }
74;root{Module{FunctionDef{If{Compare{Subscript{Slice{}, }, }, Return{}, Return{}, }, }, }, }
50;root{Module{FunctionDef{If{Compare{Subscript{Slice{}, }, NotEq{}, Subscript{Slice{}, }, }, Return{}, }, Return{}, }, }, }
40;root{Module{FunctionDef{Return{Compare{Call{Attribute{}, }, }, }, }, }, }
38;root{Module{FunctionDef{For{Call{Call{}, }, If{Compare{NotEq{}, Subscript{Index{UnaryOp{USub{}, }, Sub{}, }, }, }, Return{}, Return{}, }, }, }, }, }
18;root{Module{FunctionDef{Assign{Str{}, }, For{Call{Call{}, }, Assign{Add{}, }, }, If{Return{}, }, Return{}, }, }, }
18;root{Module{FunctionDef{Assign{}, Assign{Subscript{Slice{}, }, }, If{Compare{NotEq{}, }, Return{}, }, Return{}, }, }, }
17;root{Module{FunctionDef{Assign{Call{}, Sub{}, }, For{Call{}, If{Compare{NotEq{}, Subscript{Index{Sub{}, }, }, }, Return{}, }, }, Return{}, }, }, }
13;root{Module{FunctionDef{For{Call{Call{}, Div{}, }, If{Compare{Subscript{Index{UnaryOp{USub{}, Add{}, }, }, }, }, Return{}, }, }, Return{}, }, }, }
13;root{Module{FunctionDef{Assign{Str{}, }, For{Call{Call{}, }, AugAssign{Add{}, Subscript{Index{UnaryOp{USub{}, }, }, }, }, }, If{Return{}, Return{}, }, }, }, }
12;root{Module{FunctionDef{For{Call{Call{}, }, If{Compare{Subscript{Index{Sub{}, }, }, NotEq{}, Subscript{Index{Call{}, Sub{}, }, }, }, Return{}, }, }, Return{}, }, }, }
12;root{Module{FunctionDef{If{BoolOp{And{}, Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, }, }, }, Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, }, }, }, }, Return{}, Return{}, }, }, }, }
11;root{Module{FunctionDef{If{If{Return{}, }, }, Return{}, }, }, }
8;root{Module{FunctionDef{Assign{}, Assign{Call{}, }, Assign{}, While{Compare{Lt{}, Div{}, }, If{Compare{NotEq{}, Subscript{Index{UnaryOp{USub{}, }, }, }, }, Return{}, }, Assign{Add{}, }, Return{}, }, }, }, }
7;root{Module{FunctionDef{Assign{}, For{Call{Call{}, }, If{Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, Sub{}, }, }, }, Assign{Add{}, }, }, }, }, }, }
7;root{Module{FunctionDef{If{Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, }, }, }, Return{}, }, If{Compare{Subscript{Index{Call{}, Sub{}, }, }, }, Return{}, }, Print{}, }, }, }
6;root{Module{FunctionDef{For{Call{Call{}, }, If{Compare{NotEq{}, Subscript{Slice{}, }, }, Return{}, }, }, Return{}, }, }, }
6;root{Module{FunctionDef{Assign{Str{}, }, For{Call{Call{}, Add{}, }, AugAssign{Add{}, Subscript{Slice{Call{}, Sub{}, Call{}, }, }, }, }, If{Return{}, Return{}, }, }, }, }
5;root{Module{FunctionDef{Assign{Str{}, }, Assign{Call{}, }, For{Call{}, Assign{Add{}, }, }, If{Return{}, Return{}, }, }, }, }
5;root{Module{FunctionDef{Assign{List{}, }, If{Compare{Call{Attribute{}, }, }, Return{}, }, Return{}, }, }, }
5;root{Module{FunctionDef{Assign{}, For{Call{Call{}, }, If{Compare{Subscript{Index{Call{}, Sub{}, }, }, }, Assign{}, Assign{}, Break{}, }, }, Return{}, }, }, }
5;root{Module{FunctionDef{Assign{}, For{Call{Call{}, }, If{Compare{NotEq{}, Subscript{Index{Call{}, Sub{}, Sub{}, }, }, }, AugAssign{Add{}, }, }, }, If{Compare{Gt{}, }, Return{}, }, Return{}, }, }, }
